,rdkit_smiles
81798,CCN(C(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1)C1CCS(=O)(=O)C1
81185,Cc1ccc(S(=O)(=O)N2CCC(C(=O)OC(C)C(=O)N3CCOCC3)CC2)cc1
81800,CC(C)CN(C(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1)C1CCS(=O)(=O)C1
49417,CC(=O)C(C)(CCC(=O)O)CCC(=O)O
49651,O=C(O)CNS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1
52294,CCC/C=C(/CC)C[N+]1(C)CCCCC1
11801,Cc1sc(-c2nc(-c3cccc(F)c3)no2)cc1S(=O)(=O)N1CCC(C)CC1
83352,COc1ccc(CN(C)C(=O)Cc2ccc(OC)c(S(=O)(=O)N3CCOCC3)c2)cc1OC
15322,Cc1ccccc1C1CCCN1S(=O)(=O)c1ccc(C(C)(C)C)cc1
66176,CC(=NN=C(N)S)C(=O)O
36768,CCN(CC)C(=O)CN(C1CCCCC1)S(=O)(=O)c1ccc(Br)cc1
8368,CN1CCN(S(=O)(=O)c2cc3cc(Br)ccc3oc2=O)CC1
12448,CC(=O)c1c(C)oc2c(Cl)cc(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)cc12
19057,CCCCN(C1CCS(=O)(=O)C1)S(=O)(=O)c1ccc(OC)cc1
5747,COc1ccccc1C(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1ccc(F)c(C)c1
58719,CC(C)CN(CC(=O)NC(N)=O)C1CC1
80654,CCCCn1c(N)c(N(CCOC)C(=O)CN(C)S(=O)(=O)c2ccc(F)cc2)c(=O)[nH]c1=O
46630,Cc1nc(S(=O)(=O)N2CCC(C)CC2)c(C#N)c(C)c1Cl
61337,CC(=O)NCCNC(=O)CN(CC1CCOC1)C1CC1
73502,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCOCC2)CC(=O)N2CCOCC2)cc1
48047,O=C(O)C#CC12CC3CC(CC(C3)C1)C2
76058,COc1ccc(C(=O)N2CC(=O)Nc3ccccc32)cc1S(=O)(=O)N1CCOCC1
71200,CCCC(NC(=O)C1CCC1)C12CC3CC(CC(C3)C1)C2
8378,CCc1ccc(NS(=O)(=O)c2cc(-c3ccno3)oc2C)cc1
69766,CCCCCOc1ccc(/C=C/C(=O)/C=C/c2ccc(OCCCCC)cc2)cc1
49754,O=C(O)CCC(CNS(=O)(=O)c1ccc(Cl)s1)C(F)(F)F
83380,O=C(C1CCN(S(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)CC1)N1CCC1
8365,CN1CCN(S(=O)(=O)c2cc3cc(Cl)ccc3oc2=O)CC1
73680,CCOC(=O)N1CCN(C(=O)COc2ccc(S(=O)(=O)NC(C)C)cc2)CC1
73850,[O-][n+]1c2c([n+]([O-])c3c1CCCC3)CCCC2
57659,Cc1cnc(C(=O)O)cn1
78129,Cc1ccc(N(C)C(=O)CN(C)S(=O)(=O)c2ccc3c(c2)n(C)c(=O)c(=O)n3C)cc1
46293,Cc1oc(-c2nc(C#N)c(N3CCOCC3)o2)cc1S(=O)(=O)N1CCCCC1
63922,COCCSc1ccc2c(c1)OCCCO2
65425,CCOC(=O)c1[nH]c(C)c(/C(Br)=C/Br)c1C
39536,CCCCCCCn1c(SC(CC)C(=O)OCC)nc2c1c(=O)[nH]c(=O)n2C
82103,CCN(C(=O)c1cc(S(=O)(=O)N2CCCC2)ccc1C)C1CCS(=O)(=O)C1
24154,O=C1CN(S(=O)(=O)c2c(Cl)cccc2Cl)CCN1
19559,CCOc1cc(C)c(S(=O)(=O)Nc2ccccc2OCC)cc1C
61595,CC(NS(=O)(=O)c1ccsc1C(=O)O)C1CCCO1
32775,CCOC(=O)N1CCN(S(=O)(=O)c2cc(Cl)c(C)cc2OCC)CC1
8345,O=c1oc2ccc(Br)cc2cc1S(=O)(=O)N1CCCC1
16992,CN1CCN(S(=O)(=O)c2ccc(N3CCN(c4cccc(Cl)c4)CC3)nc2)CC1
49836,CCC(C)OC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)OC(C)CC)cc3)cc2)cc1
41743,O=S(=O)(c1ccc(F)c(F)c1)N1CCN(C23CC4CC(CC(C4)C2)C3)CC1
8376,Cc1ccc(Cl)cc1NS(=O)(=O)c1cc(-c2ccno2)oc1C
432,CSc1nnc([C@H](C)NC(=O)OC(C)(C)C)o1
31468,COCCN(Cc1cccs1)S(=O)(=O)c1cccc(C(=O)O)c1
49720,CCN(Cc1ccc(S(=O)(=O)N(C)C)o1)c1ccccc1
81455,CCOC(=O)CSc1nc2cc(S(=O)(=O)N3CCOCC3)ccc2n1CC
8460,CCOC(=O)c1cn[nH]c1S(=O)(=O)N1CCCC(C)C1
133,CCCCCCn1c(SCCOC)nc2c1c(=O)[nH]c(=O)n2C
82438,O=C(c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1)N1CCN(c2ncccn2)CC1
66506,CC(=NNC(=O)C1CC1)C(C)C
48817,CCN(CC)c1ccc(S(=O)(=O)N(CC)CC)cc1N
72409,CCOC(=O)N1CCN(C(=O)CN(C)S(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3C)CC1
61805,CC1CCCCC1NC(=O)CCC1CCCO1
62908,CC(C)CNC(=O)NC(=O)CN(C(C)C)C1CC1
67775,CC1(C)NN1CCCCN1NC1(C)C
62016,CC(C)=CC1C(C(=O)N(C)CC(=O)NC(C)(C)C)C1(C)C
71162,CC(NC(=O)C1CCC1)C1CCCO1
8978,Cc1ccc(C)c(N2CCN(C(=O)C3CCN(S(=O)(=O)c4cn(C)c(C)n4)CC3)CC2)c1
27908,CCCN(C1CCS(=O)(=O)C1)S(=O)(=O)c1ccc(OC)cc1
30197,CCc1ccccc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1
64509,CNC(C)CC1CCCCC1
78091,CCOC(=O)Cn1c(=O)oc2cc(S(=O)(=O)N3CCN(C(=O)OCC)CC3)ccc21
78845,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3c(C(=O)N4CCCC4)c(C)n(C)c3C)CC2)cc1
69937,CC(C)(CO)NC(=O)C12CC3CCC(CC(C3)C1)C2
78028,CCn1cc(C(=O)N(C)CC(OC)OC)c(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc21
7221,CCC(C)[C@H](NC(=O)OC(C)(C)C)c1nnc(SC)o1
48952,CC(C)C(=O)NCCNC(=O)C1CC=CCC1
7047,Cc1ccc(S(=O)(=O)N(Cc2cnn(C)c2)C(C)C)c(Cl)c1
40492,COc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)C(C)(C)C=C2C
74219,COc1ccc(OC)c(N(CC(N)=O)S(=O)(=O)c2ccc(OC)c(OC)c2)c1
30905,CC(=O)N1CCN(S(=O)(=O)c2ccc(C)c3ncccc23)CC1
55212,CC(=O)OCC1OC2OC(C)(C)OC2C2OC(C)(C)OC12
74776,COc1ccc(N2CCN(C(=O)C3CC(O)CN3S(=O)(=O)c3ccc([N+](=O)[O-])cc3)CC2)cc1
53148,Cc1ccc(S(=O)(=O)N2c3cccc4cccc(c34)S2(=O)=O)cc1
81020,CCN(CC)S(=O)(=O)c1ccc(S(=O)(=O)Nc2c(C)nn(C)c2C)cc1
78855,COc1ccc(N2CCN(S(=O)(=O)c3c(C(=O)N4CCOCC4)c(C)n(C)c3C)CC2)cc1
47818,CC(Oc1ccc(Cl)cc1)C(=O)O
66764,CCC(Sc1ccc(Cl)cc1)C(=O)O
70869,CC1CC(NC(=O)CCCC(=O)O)CC(C)(C)C1
5661,CCN(CC)C(=O)CN(C)S(=O)(=O)c1cccc2cc(C)cnc12
15925,CCn1nc(-c2ccc(C)c(S(=O)(=O)N3CCCCC3)c2)c2c(c1=O)CCCC2
74069,Cc1ccc(-c2noc(C3CCCN(S(=O)(=O)c4ccc(S(=O)(=O)N(C)C)cc4)C3)n2)o1
4483,O=S(=O)(Nc1cccc2cccnc12)c1ccc(F)c(F)c1F
81184,CN1CCN(S(=O)(=O)c2ccc(N3CCN(c4ccc(O)cc4)CC3)c([N+](=O)[O-])c2)CC1
52571,NC(S)=NN=C(N)S
78828,CCOC(=O)C1CCN(S(=O)(=O)c2c(C)[nH]c(C)c2C(=O)N2CCCC2)CC1
53497,CC(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)NC(C)(C)CO
49831,CCCCCCCCC(=O)Oc1ccc(C(=O)O)cc1
49832,CCCCCCCC(=O)Oc1ccc(C(=O)O)cc1
82521,CC1CCCN(C(=O)c2ccc(Br)c(S(=O)(=O)N3CCOCC3)c2)C1
61456,NC(=O)C1(N)CCOCC1
53869,CC(=O)c1cccc(S(=O)(=O)NCC(=O)O)c1
82131,Cc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)N1CCN(c2ncccn2)CC1
60153,C=CCSc1ccccc1NS(=O)(=O)c1ccc(S(=O)(=O)N(CC)CC)cc1
45727,COc1cc(-c2noc(-c3ccc(S(=O)(=O)N4CCOCC4)o3)n2)ccc1OC(C)C
711,Cc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1S(=O)(=O)N1CCOCC1
4451,Cc1cnc2c(S(=O)(=O)N3CCNCC3)cccc2c1
40139,COc1ccc(S(=O)(=O)N2c3ccc(Br)cc3C(C)=CC2(C)C)cc1
13982,O=C(c1ccc(S(=O)(=O)N2CCOCC2)cc1)N(c1ccc(Cl)cc1)C1C=CS(=O)(=O)C1
70145,CCCC1CCC(C)CC1O
69625,CCCCCCC1C2=C(CC(C)(C)CC2=O)OC2=C1C(=O)CC(C)(C)C2
10488,Cc1cc(C)c(S(=O)(=O)N2CCOC23CCN(C(=O)c2ccc(F)c(F)c2)CC3)c(C)c1
69406,CCC(NC(=O)C1CC1)C12CC3CC(CC(C3)C1)C2
52399,CCN(CC)S(=O)(=O)c1ccc(C(=O)C(C#N)c2nc(C)cs2)cc1
41481,COc1ccc(S(=O)(=O)NC2CC2)c2cccnc12
74526,CCOc1ccc(S(=O)(=O)N(C)c2ccc(OCC(=O)N3CCOCC3)cc2)cc1
75996,COc1ccc(C(=O)N2CC(=O)Nc3ccccc32)cc1S(=O)(=O)N1CCCC1
67851,CC(C1=C(O)CC(C)(C)CC1=O)C1=C(O)CC(C)(C)CC1=O
30743,O=S(=O)(c1cccc2c1N=S=N2)N(Cc1ccc2c(c1)OCO2)C1CCCC1
9181,CCOc1ccc(NS(=O)(=O)c2ccsc2C(=O)OC)cc1
48959,CCCCNC(=O)CN(C(C)C)C1CC1
40826,Cc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1S(=O)(=O)N1CCCCC1
62180,CONC(=O)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(C)C
65132,CCCCCCOc1ccc(C(=O)CCN(C)C)cc1
70886,CC(C(=O)N(C)C)N(c1ccc(Cl)cc1)S(C)(=O)=O
59993,O=S(=O)(NCCO)c1ccc(Cl)c(Cl)c1Cl
28137,Cc1cnc2c(S(=O)(=O)N(CC(N)=O)C3CCCC3)cccc2c1
15428,Cc1ccc(N(Cc2nc3nc(C)cc(C)n3n2)S(=O)(=O)c2ccc(C)cc2)cc1
61735,C=CCNC(=O)c1ccc(C(=O)OC)cc1
77142,CCOC(=O)N1CCN(C(=O)c2cn(C)c3ccc(S(=O)(=O)N(CC)CC)cc3c2=O)CC1
14673,COc1ccc(-c2noc(CN(C)S(=O)(=O)c3ccc(OC)cc3)n2)cc1
33197,CCOC(=O)N1CCN(S(=O)(=O)c2cc(OCC)c(C)cc2OCC)CC1
12237,COc1ccc(S(=O)(=O)N2CCSC2c2cc(OC)c(OC)cc2OC)cc1
31447,Cc1cc(C(=O)O)cc(S(=O)(=O)Nc2ccc(Cl)c3cccnc23)c1C
81165,COc1ccc(COn2nnc3ccc(S(=O)(=O)N4CCOCC4)cc32)cc1F
63361,CCCNC(=O)NC(=O)CN(C)C(C)C1CC1
83024,Cc1ccnn1-c1ccc(C(=O)N2CCCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1
63576,CSC(C)C(=O)NC(C)C1CCCO1
70368,O=C1CCC(=O)C1
15758,COc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)N1CCN(c2ccccc2)CC1
49653,O=C(O)CNS(=O)(=O)c1cccc(Br)c1
80482,COc1ccc(Cl)cc1S(=O)(=O)N1CCCC(C(=O)N2CCOCC2)C1
71260,O=C(NCCCNC(=O)C1CCCC1)C1CCCC1
63582,C=CCN(CC=C)C(=O)/C=C/c1csc(C)n1
3212,COC(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1N1CCOCC1
50629,COC(=O)C(C)NC(=O)C12CC3CC(CC(Br)(C3)C1)C2
33965,COCCN(Cc1cccs1)S(=O)(=O)c1ccc(Br)cc1
32838,COc1cc(COC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)ccc1OC(F)F
23486,Cc1ccc(S(=O)(=O)N2CCC(C(=O)OC(C)C(=O)N3CCCCCC3)CC2)cc1
3284,COc1ccc(CC(=O)N(C)Cc2ccc(Cl)cc2)cc1S(=O)(=O)N1CCOCC1
78022,CC1CCN(S(=O)(=O)c2ccc3c(c2)c(=O)c(C(=O)N2CCOCC2)cn3C)CC1
8358,O=c1oc2ccccc2cc1S(=O)(=O)N1CCCCCC1
81903,O=S(=O)(c1ccccc1)N1CCC2(CC1)OCCN2S(=O)(=O)c1cccs1
20544,Cc1cc(C(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)CCC4)CC2)c(C)n1C1CC1
62017,CCC(NCC(N)=O)C12CC3CC(CC(C3)C1)C2
73658,O=S(=O)(c1ccc2ccccc2c1)N1CCN(S(=O)(=O)N2CCOCC2)CC1
48670,NC1(C(=O)O)CCC1
80581,CCn1c(SCC(=O)N(C)C)nc2cc(S(=O)(=O)N3CCCCC3)ccc21
34629,CCN(CC)S(=O)(=O)N(C)Cc1ccc2c(c1)OCCO2
80638,CN(C(=O)COC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl)C1CCS(=O)(=O)C1
20926,Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CSc3nnnn3C3CC3)CC2)c1
74180,Cc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)n(C)c(=O)c(=O)n4C)CC2C)cc1
83035,O=C(c1nnc(O)c2ccccc12)N1CCN(S(=O)(=O)c2ccccc2Cl)CC1
77422,CN(C)C(=O)CSc1nnc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)n1C
73247,NC(=O)COC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCCC1
39576,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCCC2)c2cccc(Cl)c2)cc1
75530,COc1cccc(N2CCN(C(=O)C3CCN(S(=O)(=O)c4cccs4)CC3)CC2)c1
69012,CCN(CC)S(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1
69843,C[N+](C)(CCCCCCCCCC[N+](C)(C)C1CCCCC1)C1CCCCC1
6135,Cc1cc(C)c(S(=O)(=O)N2CCOC23CCN(C(=O)CC(C)C)CC3)c(C)c1
48567,C=CCC1(O)CC(C)(C)NC(C)(C)C1
32473,COc1cccc(CN(C)S(=O)(=O)c2cnn(C)c2)c1OC
70846,O=C(NN=CC1CC2CCC1C2)C12CC3CC(CC(C3)C1)C2
77913,Cc1nc2scc(C)n2c(=O)c1S(=O)(=O)N1CCN(c2ccc(F)cc2)CC1
70957,NC1(C(=O)O)CCOCC1
22576,COC(=O)c1sccc1S(=O)(=O)Nc1ccccc1OC(F)F
54026,CC1CCC(=NO)CC1
29389,Cc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)C3CCCC3)cc2)c(C)c1
21651,Cc1ccc(Br)cc1S(=O)(=O)N(C)CCC#N
22474,CCc1ccc(CN(C)S(=O)(=O)c2cccc(Br)c2)cc1
69645,CCOC(=O)C[N+](C)(C)CCOC1CC2CCC1(C)C2(C)C
82109,COc1ccc(S(=O)(=O)N2CCN(C(=O)[C@@H]3CCCN3C(=O)c3cccs3)CC2)cc1
28735,Cc1cc(N2CCN(S(=O)(=O)c3ccc(Cl)c(Cl)c3)CC2)nc(C(C)C)n1
18363,Cn1nnnc1Sc1ccc(S(=O)(=O)N2CCCCC2)cn1
25802,COc1ccc(S(=O)(=O)NCc2ccco2)cc1C(C)(C)C
2902,Cc1nc(-c2ccc(S(=O)(=O)N3CCN(c4cccc(C)c4C)CC3)cc2)co1
74744,CCSc1nnc(C)c(=O)n1COC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1
9327,CCOC(=O)c1cc(-c2ccc(S(=O)(=O)Nc3ccccc3CC)s2)on1
75336,COc1ccc(N2CCN(C(=O)C3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)CC2)cc1
63602,COCCN(CCOC)C(=O)C(C)(C)c1ccccc1
64597,CCOC(=O)/C=C/c1cc(C(=O)OCC)c(/C=C/C(=O)OCC)cc1C(=O)OCC
65274,C=CCNC(=O)C/C(C)=N/NC(=O)C(C)C
78812,COc1ccc(-c2cc(C)no2)cc1S(=O)(=O)N1CCN(c2ccccn2)CC1
33874,COc1ccc(CN(C)S(=O)(=O)c2ccc3c(c2)OCCCO3)cc1
2729,Cc1cccc(N2CCN(S(=O)(=O)c3c(C)nc4scc(C)n4c3=O)CC2)c1C
7858,O=C1CCCc2cc(S(=O)(=O)N3CCC(C(=O)N4CCOCC4)CC3)ccc2N1
9628,Cc1ccc(NS(=O)(=O)c2cc(-c3cnc(C)o3)ccc2C)c(Cl)c1
70412,O=S(=O)([O-])NCC(O)CCl
50241,O=S(=O)(NC(c1cccs1)C(Cl)(Cl)Cl)c1ccccc1
47316,CCCCOC(=O)C1CCCC(C)N1
56169,O=C(O)C1CC(=O)N(C2CC2)C1
60610,CC1CCC(C(C)C)C(OC(=O)CSC2=NCCS2)C1
70482,O=C(C1CCC1)N(C1CCCCC1)C1CCCCC1
80376,COc1ccccc1N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1
10620,Cc1nc(-c2ccc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)cc2)co1
52303,COC(=O)C12C3CCC4C5C3C1C5(C(=O)OC)C42
74592,O=C(c1ccc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c([N+](=O)[O-])c1)N1CCOCC1
67694,CCCCCCCCCCC(=O)c1ccc(Cl)cc1
3883,Cc1ccc(S(=O)(=O)Nc2ccc3nc(C)sc3c2)c(C)c1
8215,Cc1cc2c(cc1S(=O)(=O)N1CCC(C(=O)N3CCCCC3)CC1)OC(C)C(=O)N2
2849,CCOc1ccc(N(C)S(=O)(=O)c2cc(-c3cc(C)no3)ccc2C)cc1
68673,COc1ccc(-c2ccc(C(=O)O)cc2)cc1
32145,CC(C)N(Cc1cnn(C)c1)S(=O)(=O)c1ccc(Cl)cc1
68488,O=C(NCCCNC(=O)C1CCCCC1)C1CCCCC1
78820,CC(C)OCCCN(C)C1CCN(S(=O)(=O)c2ccc(-c3ccc(O)nn3)s2)CC1
73688,Cc1ccc2c(c1)n(S(=O)(=O)c1cccs1)c(=O)n2S(=O)(=O)c1cccs1
32774,CCOC(=O)N1CCN(S(=O)(=O)c2cc(C(C)C)c(C)cc2OCC)CC1
16259,COC(=O)c1cc(S(=O)(=O)Nc2ccc(C)cc2Cl)c[nH]1
57578,C=CCNS(=O)(=O)c1cc(C(=O)O)ccc1F
81485,CCn1c(SCC(=O)N(C)C)nc2cc(S(=O)(=O)N3CCOCC3)ccc21
63660,Cc1csc(SCC(=O)C(C)(C)C)n1
73577,COc1cc(OC)c(S(=O)(=O)NCc2ccco2)cc1S(=O)(=O)NCc1ccco1
80683,CCN(C(=O)COC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1F)C1CCS(=O)(=O)C1
68147,Cc1cc(S(=O)(=O)NCC(C)O)c(C)cc1Br
82482,CCOc1ncccc1C(=O)N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1
50757,C/C(Cl)=C\C[N+]1(C/C=C(\C)Cl)CCCCC1
8349,O=c1oc2ccc(Br)cc2cc1S(=O)(=O)N1CCCCC1
8360,O=c1oc2ccc(Br)cc2cc1S(=O)(=O)N1CCCCCC1
72426,CC1CCN(S(=O)(=O)c2ccc3c(c2)c(=O)c(C(=O)N2CCCCC2)cn3C)CC1
32763,CCOCCn1c(-n2nc(C)c(C)c2C)nc2c1c(=O)[nH]c(=O)n2C
81174,CN(C(=O)COC(=O)c1cc(S(=O)(=O)N(C)C)ccc1Cl)C1CCS(=O)(=O)C1
74328,CCN(CC)S(=O)(=O)c1ccc(C(=O)OCC(=O)c2ccc3c(c2)NC(=O)CO3)cc1
63185,CCOC1CCNCC1
61633,CC(C)=CC1C(C(=O)NCC(C)(C)C(N)=O)C1(C)C
63717,CCCN(CC#N)CC(=O)NC1(C#N)CCCCCC1
77275,Cc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)o1
32777,CCOc1cc(C)c(Cl)cc1S(=O)(=O)N1CCCCC1C
52295,O=C1CCCC(=O)C1CC1C(=O)CCCC1=O
25794,COc1cc(S(=O)(=O)N2CCC(C(N)=O)CC2)c(OC)cc1Cl
8329,CCCC(=O)n1ccn(S(=O)(=O)c2ccc(C)cc2)c1=O
3374,Cc1ccc(S(=O)(=O)N2CCN(C(=O)N(C)C)C2C)cc1
24617,CC(C)c1ccc(S(=O)(=O)N2CCN(C(=O)CSc3nnnn3C3CCCC3)CC2)cc1
81481,CCCN(C(=O)c1cc(S(=O)(=O)N2CCCCCC2)ccc1OC)C1CCS(=O)(=O)C1
30275,Cc1cnc2c(S(=O)(=O)N3CCNC(=O)C3)cccc2c1
63813,CCCCC(=O)N1CCCC2CCCCC21
80610,CC(=O)c1ccc(S(=O)(=O)N2CCN(C(=O)c3ccc(N)c([N+](=O)[O-])c3)CC2)cc1
67925,Cc1n[nH]cc1Cl
71589,O=C(c1cccnc1)N1CCN(S(=O)(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)CC1
49953,CCN(C)CC12CC3CC(CC(C3)C1)C2
81089,CC(=O)N1CCN(C(=O)c2cccc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)c2)CC1
12339,CC1=CC(C)(C)N(S(=O)(=O)c2ccc(C)cc2)c2ccc(Cl)cc21
27307,COc1ccc(-c2nc(CSc3ccc(S(=O)(=O)N4CCCCC4)cn3)no2)cc1
52235,O=C(O)c1ccc(S(=O)(=O)NCc2ccco2)cc1
80543,CCC(=O)N(C(=O)CC)N1CCN(c2ccncc2S(=O)(=O)N2CCCCC2)CC1
64476,CCN(CC)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2
57956,CC(C)CCC(C)(N)C(=O)O
30930,Cc1ccc(S(=O)(=O)N2CCNC(=O)C2)c2cccnc12
33226,COCCN(CC(N)=O)S(=O)(=O)c1cc(F)ccc1C
80937,Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)c3ccc(-n4cncn4)c([N+](=O)[O-])c3)CC2)c1
61932,COC(=O)C1(NC(=O)CCNC(=O)C2CCCC2)CCC(C)CC1
62103,CC(C)=CC1C(C(=O)N(C)CC(N)=O)C1(C)C
69649,CC1(C)C2CCC1(C)C(OC(=O)C[N+](C)(C)C)C2
62458,CCNC(=O)CC12CC3CC(C1)CC(CC(=O)NCC)(C3)C2
20623,CC(=O)c1ccc(S(=O)(=O)N2CCCCCC2c2cccn2C)cc1
81452,CCOC(=O)C1CCN(C(=O)c2cccc(S(=O)(=O)N(C)C3CCCCC3)c2)CC1
78839,CCOC(=O)C1CCN(S(=O)(=O)c2c(C)[nH]c(C)c2C(=O)N2CCCCC2)CC1
81897,O=S(=O)(c1cccs1)N1CCC2(CC1)OCCN2S(=O)(=O)c1ccccc1
83326,CC(=O)N1CCN(C(=O)c2cc(S(=O)(=O)N3CCN(c4ccccc4)CC3)ccc2Cl)CC1
23069,CCOC(=O)c1c(C)[nH]c(C(=O)CSc2nncn2C)c1C
6136,CC(C)(C)CC(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1ccccc1
64105,CCN(CC)CC12CC3CCC(CC(C3)C1)C2
27571,CCC(C)NS(=O)(=O)c1cccc2cc(C)cnc12
78849,CCOC(=O)N1CCN(S(=O)(=O)c2c(C(=O)N3CCCCC3)c(C)n(C)c2C)CC1
8331,CCC(CC)C(=O)n1ccn(S(=O)(=O)c2ccc(C)cc2)c1=O
4395,Cc1ccc(C)c(S(=O)(=O)Nc2ccc3oc(C)nc3c2)c1
23829,CN(Cc1cccc(F)c1)S(=O)(=O)c1cccc2c1N=S=N2
75586,O=C(c1cc(S(=O)(=O)N2CCC3(CC2)OCCO3)ccc1F)N1CCC2(CC1)OCCO2
25030,CCOCCn1c(SCC(=O)OCC)nc2c1c(=O)[nH]c(=O)n2C
58850,CC(C)C(NS(=O)(=O)c1ccccc1)c1cccs1
80506,Cc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1S(=O)(=O)N1CCOCC1
65974,CC(C)CC(NC(=O)C1CCCCC1)C(=O)O
67891,CCOC(=O)Cc1cc(I)c(CC(=O)OCC)cc1I
59235,CC(NC(=O)C(C)(C)C)C(=O)NCC1CC1
9020,Cc1cc(C)c(S(=O)(=O)n2cc3c(=O)n(C)c(=O)n(C)c3n2)cc1C
47149,COCCN1CCC(=O)C(C)C1C
55564,CCN(CC)S(=O)(=O)c1cc(C)c(C)c([N+](=O)[O-])c1
76091,CN1CCC(N(C)C(=O)COc2ccc(S(=O)(=O)N3CCOCC3)cc2)CC1
52793,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(I)s2)c([N+](=O)[O-])c1
48739,O=S(=O)(NCCO)c1cc(Cl)ccc1Cl
78821,CCOCCCN(C)C1CCN(S(=O)(=O)c2ccc(-c3ccc(O)nn3)s2)CC1
18271,CCCn1nc(C(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3C)CC2)c2ccccc2c1=O
73466,CCOc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1
55297,CCOC(=O)c1sc(N)c(C#N)c1COC(=O)C1CCC1
55937,CCN(CC)S(=O)(=O)c1ccc(NS(=O)(=O)c2cccc(C(=O)O)c2)cc1
1847,Cc1ccc(N(C(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)C2C=CS(=O)(=O)C2)cc1C
54058,CCN(CC)S(=O)(=O)c1ccc(C)c(NS(=O)(=O)c2cccc(C(C)=O)c2)c1
10616,Cc1nc(-c2ccc(S(=O)(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2)co1
15756,COc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)N(C)CCc1ccncc1
65716,O=C(O)CC1CC(=O)OC1=O
70840,CC(C)C=NNC(=O)C1CC1
25367,CCN(CC)S(=O)(=O)c1ccc(-c2csc(-c3ccc(OC)c(OC)c3)n2)cc1
76657,CCOc1ccc(C(=O)O)cn1
39578,O=C(O)CN(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Cl)cc1
60236,O=C(O)CNC(=O)CC(F)(F)F
60267,O=C(O)CNC(=O)C1CCOCC1
27692,CCCCN(C)C(=O)c1sc2nc(C(C)(C)C)nc(C)c2c1C
82595,CC1CN(C(=O)c2ccc(Br)c(S(=O)(=O)N3CCOCC3)c2)CC(C)O1
50060,CCOC1C(C2COC3(CCCCC3)O2)OC2OC3(CCCCC3)OC21
55179,CC(C)=NN=C(N)S
73609,CCOC(=O)C1CCN(C(=O)CN(C)S(=O)(=O)c2cc(C)ccc2OC)CC1
